產業別,名稱,公司代號,ROE,EPS,FCF,毛利率,營業利益率,純益率,現金殖利率,高登,總資產周轉率,盈餘成長率,營收年成長率,PBR,PER,每股淨值,權益乘數,股本億元,平均價,股價標準差,股價變異數
電腦及週邊設備,曜越,3540,0.024774739,0.16,-2.306598852,0.304569823,-0.01330349,0.003770558,0.010623723,0.019023282,0.847976487,0.008399559,1.05,1.707195467,0,24.51388889,2.739832869,7.2,34.44918033,3.596577498,12.9353697
電腦及週邊設備,泓格,3577,0.1125326,2.293333333,1.420079023,0.54671337,0.145425565,0.125548005,0.018825287,0.063230164,0.674501427,0.044404877,1.93,3.000150489,38.45679012,20.765625,1.273914714,6.4,68.09918033,13.01838836,169.4784355
電腦及週邊設備,磐儀,3594,0.061931484,1.39,1.640948963,0.314528202,0.076717545,0.076763219,0.020766353,0.047964744,0.455587839,0.027198391,2.25,1.658359746,32.39705882,26.56842105,1.739670306,9.5,45.82766393,5.94919878,35.39296613
電腦及週邊設備,鼎翰,3611,0.175590506,18.88666667,-1.703478555,0.326399594,0.135149514,0.107336197,0.05605725,0.117438031,0.926184785,0.061380781,8.76,2.042901392,15.62508809,108.5319149,2.051032002,4.7,199.0307377,13.47425826,181.5556357
電腦及週邊設備,西勝,3625,0,-2.373333333,-0.233209833,0.110125955,-0.186690047,-0.17876406,0,0,0.348685671,0,-37.39,2.518464107,0,5.495412844,2.919488337,10.9,16.74241803,3.799335806,14.43495257
電腦及週邊設備,精聯,3652,0.04149412,1.003333333,2.835555556,0.32336993,0.027524934,0.032234039,0.019641585,0.038501534,0.961528678,0.01885995,1.296666667,1.469347134,29.528,25.12,1.332521645,7.5,34.05778689,4.758358556,22.64197615
電腦及週邊設備,營邦,3693,0.296795313,21.07666667,11.64298246,0.289533606,0.131770958,0.118934213,0.052422258,0.194716568,1.31336907,0.14229431,38.70666667,2.935976214,13.56410256,126.125,1.899275086,4,318.7848361,38.38579094,1473.468946
電腦及週邊設備,大眾控,3701,0.050971693,1.276666667,0.535743377,0.141926572,0.034127543,0.023369985,0.008625418,0.038726419,1.164544854,0.030101,9.72,1.781301558,447.2727273,27.62025316,1.89031463,23.7,37.32930328,4.706196328,22.14828387
電腦及週邊設備,神達,3706,0.086075271,4.173333333,2.214574224,0.108874884,0.002043517,0.110334634,0.033531173,0.092367163,0.533625334,0.05883599,26.69,1.003738055,15.33536585,50.11267606,1.670989386,120.7,68.37192623,13.84989492,191.8195893
電腦及週邊設備,鑫聯大投控,3709,0.0890578,1.873333333,-3.633663366,0.051005941,0.011646077,0.008625854,0.035093437,0.078269079,2.663088684,0.043175642,15.30333333,1.189186499,11.19753086,22.88118812,5.21131561,10.1,35.05553279,5.406732593,29.23275733
電腦及週邊設備,永崴投控,3712,0.045721929,3.006666667,-40.27100271,0.138490995,0.056638214,0.044901676,0.061703605,0.070484329,0.454063753,0.008780724,35.32333333,0.634413268,11.2872807,81.1300813,3.033105178,24.6,51.95389344,9.926070093,98.52686749
電腦及週邊設備,事欣科,4916,0.040472787,0.7,0.980567519,0.148949499,0.035714426,0.0224807,0.012706379,0.029900108,0.934886774,0.017193729,19.57333333,1.42893597,1548.5,21.67346939,1.728616428,9.8,42.5204918,11.59789564,134.5111833
電腦及週邊設備,欣厚-KY,4924,0.031653732,-0.073333333,-0.657657658,0.216883952,-0.022691972,-0.005199238,0,0.030083062,0.882781377,0.030083062,13.33666667,1.956309859,375.4,9.594594595,2.0995671,3.7,17.22254098,2.446809483,5.986876644
電腦及週邊設備,新盛力,4931,0.144725373,2.37,3.000721154,0.175511091,0.04737224,0.074802122,0.044755017,0.086101917,1.339966587,0.0413469,20.91666667,1.977636054,14.312,18.09230769,1.378005343,6.5,87.74262295,37.29755929,1391.107929
電腦及週邊設備,和碩,4938,0.072916346,5.966666667,11.84420834,0.040355517,0.014037786,0.012691069,0.053672607,0.074889728,1.980186647,0.021217121,-3.583333333,1.083680446,15.50788644,90.72785285,2.658700199,266.4,86.56434426,10.39217017,107.9972008
